consensus.cluster	chr	start	end	strand	tpm
723	chr2L	9430431	9430464	+	361
724	chr2L	9431406	9431482	+	946
725	chr2L	9436778	9436942	+	6546
726	chr2L	9437350	9437357	+	143
727	chr2L	9437488	9437516	+	474
728	chr2L	9437789	9437806	+	166
729	chr2L	9449823	9449832	+	2504
730	chr2L	9449909	9449914	+	139
731	chr2L	9449994	9450073	+	1242
732	chr2L	9491866	9491936	+	294
733	chr2L	9495425	9495480	+	3476
734	chr2L	9521157	9521215	+	487
735	chr2L	9528499	9528503	+	418
736	chr2L	9534699	9534760	+	649
737	chr2L	9544192	9544193	+	145
738	chr2L	9568944	9568945	+	381
739	chr2L	9570438	9570472	+	167
740	chr2L	9570865	9570870	+	302
741	chr2L	9571235	9571274	+	505
742	chr2L	9589618	9589732	+	778
743	chr2L	9613143	9613180	+	94
744	chr2L	9613274	9613489	+	25790
745	chr2L	9616350	9616381	+	230
746	chr2L	9616828	9616913	+	4903
747	chr2L	9634185	9634191	+	992
748	chr2L	9699740	9699864	+	33901
749	chr2L	9700389	9700396	+	691
750	chr2L	9700776	9700876	+	3022
751	chr2L	9700926	9701028	+	1057
752	chr2L	9706607	9706653	+	257
753	chr2L	9729938	9729946	+	285
754	chr2L	9736615	9736778	+	12267
755	chr2L	9758321	9758404	+	673
756	chr2L	9763309	9763590	+	9272
757	chr2L	9782387	9782411	+	2039
758	chr2L	9790871	9790968	+	3879
759	chr2L	9848114	9848257	+	1751
760	chr2L	9887974	9888151	+	19623
761	chr2L	9890836	9890943	+	4881
762	chr2L	9895231	9895352	+	2872
763	chr2L	9912886	9913002	+	4558
764	chr2L	9915220	9915278	+	9344
765	chr2L	9918610	9918679	+	4294
766	chr2L	9920133	9920207	+	1285
767	chr2L	9921619	9921701	+	377
768	chr2L	9938736	9938739	+	91
769	chr2L	9938836	9938940	+	1816
770	chr2L	9954436	9954463	+	812
771	chr2L	9957281	9957371	+	2295
772	chr2L	9957416	9957600	+	2423
773	chr2L	9959427	9959636	+	778
774	chr2L	9960980	9961082	+	417
775	chr2L	9961186	9961256	+	1052
776	chr2L	9961303	9961408	+	824
777	chr2L	9961506	9961537	+	157
778	chr2L	9961739	9961787	+	415
779	chr2L	9967245	9967353	+	36721
780	chr2L	9967614	9967647	+	588
781	chr2L	9967748	9967788	+	516
782	chr2L	9967849	9967874	+	249
783	chr2L	9973236	9973271	+	273
784	chr2L	10003792	10003894	+	9380
785	chr2L	10009353	10009460	+	7886
786	chr2L	10010351	10010376	+	3312
787	chr2L	10011474	10011515	+	420
788	chr2L	10026666	10026764	+	1433
789	chr2L	10049546	10049674	+	11450
790	chr2L	10053538	10053582	+	253
791	chr2L	10056887	10057191	+	66067
792	chr2L	10057597	10057628	+	1437
793	chr2L	10057707	10057708	+	137
794	chr2L	10059401	10059503	+	1126
795	chr2L	10059844	10059846	+	1149
796	chr2L	10060866	10060875	+	397
797	chr2L	10120598	10120718	+	962
798	chr2L	10125325	10125326	+	840
799	chr2L	10144849	10144850	+	270
800	chr2L	10172663	10172720	+	600
801	chr2L	10201039	10201141	+	58210
802	chr2L	10201382	10201497	+	713
803	chr2L	10201610	10201781	+	3893
804	chr2L	10211150	10211201	+	963
805	chr2L	10221350	10221436	+	16352
806	chr2L	10222658	10222675	+	530
807	chr2L	10232472	10232587	+	36009
808	chr2L	10233316	10233510	+	1476
809	chr2L	10233763	10233835	+	321
810	chr2L	10234008	10234041	+	384
811	chr2L	10239286	10239466	+	14803
812	chr2L	10239540	10239564	+	351
813	chr2L	10240548	10240622	+	1440
814	chr2L	10250683	10250804	+	6869
815	chr2L	10250935	10251004	+	178
816	chr2L	10264087	10264189	+	5178
817	chr2L	10265312	10265473	+	5849
818	chr2L	10266672	10266742	+	2169
819	chr2L	10268816	10268877	+	3000
820	chr2L	10270044	10270090	+	2141
821	chr2L	10300162	10300185	+	137
822	chr2L	10306880	10307033	+	20626
823	chr2L	10314764	10314956	+	7419
824	chr2L	10322451	10322555	+	4697
825	chr2L	10331460	10331566	+	4518
826	chr2L	10333666	10333764	+	1094
827	chr2L	10333869	10333944	+	3224
828	chr2L	10339388	10339502	+	7985
829	chr2L	10340149	10340225	+	603
830	chr2L	10341590	10341718	+	28038
831	chr2L	10342671	10342725	+	336
832	chr2L	10356724	10356909	+	16784
833	chr2L	10360968	10361051	+	193
834	chr2L	10362949	10363117	+	6578
835	chr2L	10366688	10366811	+	8994
836	chr2L	10380104	10380143	+	485
837	chr2L	10386626	10386738	+	9301
838	chr2L	10386973	10387056	+	236
839	chr2L	10388078	10388184	+	8023
840	chr2L	10388324	10388376	+	197
841	chr2L	10396710	10396814	+	2424
842	chr2L	10397926	10398011	+	610
843	chr2L	10408287	10408594	+	339450
844	chr2L	10409756	10409780	+	438
845	chr2L	10409823	10409976	+	986
846	chr2L	10410380	10410383	+	288
847	chr2L	10413991	10414037	+	374
848	chr2L	10419141	10419262	+	2640
849	chr2L	10423258	10423456	+	4816
850	chr2L	10426837	10426999	+	11077
851	chr2L	10428802	10428845	+	315
852	chr2L	10431308	10431401	+	14885
853	chr2L	10435944	10436072	+	5397
854	chr2L	10437530	10437639	+	6675
855	chr2L	10439376	10439478	+	3689
856	chr2L	10442714	10442727	+	178
857	chr2L	10446888	10446889	+	304
858	chr2L	10447593	10447596	+	120
859	chr2L	10457657	10457661	+	2921
860	chr2L	10477074	10477104	+	432
861	chr2L	10483257	10483375	+	2212
862	chr2L	10488795	10488977	+	2199
863	chr2L	10506202	10506296	+	694
864	chr2L	10507082	10507191	+	4006
865	chr2L	10517293	10517374	+	3268
866	chr2L	10529124	10529128	+	460
867	chr2L	10529414	10529429	+	3621
868	chr2L	10544882	10544888	+	557
869	chr2L	10567228	10567351	+	8162
870	chr2L	10579741	10579922	+	14436
871	chr2L	10639930	10639937	+	1333
872	chr2L	10643970	10643971	+	496
873	chr2L	10646413	10646420	+	635
874	chr2L	10650785	10650870	+	561
875	chr2L	10651619	10651758	+	2867
876	chr2L	10657576	10657617	+	262
877	chr2L	10677364	10677370	+	1267
878	chr2L	10677789	10677843	+	1441
879	chr2L	10728795	10728887	+	181
880	chr2L	10728959	10729042	+	3115
881	chr2L	10730200	10730298	+	8532
882	chr2L	10732657	10732824	+	10226
883	chr2L	10737346	10737417	+	1349
884	chr2L	10770867	10770869	+	116
885	chr2L	10790123	10790313	+	17824
886	chr2L	10858513	10858589	+	3503
887	chr2L	10886402	10886460	+	2393
888	chr2L	10909799	10909811	+	114
889	chr2L	10937330	10937398	+	11605
890	chr2L	10937480	10937484	+	172
891	chr2L	10947972	10947978	+	2575
892	chr2L	10970432	10970504	+	4284
893	chr2L	10972599	10972600	+	234
894	chr2L	10975791	10975830	+	192
895	chr2L	10976759	10976863	+	2380
896	chr2L	10986596	10986657	+	441
897	chr2L	10987791	10987848	+	711
898	chr2L	10989366	10989558	+	13220
899	chr2L	10989646	10989717	+	273
900	chr2L	11002123	11002167	+	165
901	chr2L	11004798	11004888	+	5161
902	chr2L	11011287	11011413	+	14934
903	chr2L	11011453	11011454	+	123
904	chr2L	11011656	11011670	+	173
905	chr2L	11015627	11015633	+	339
906	chr2L	11034736	11034903	+	11312
907	chr2L	11035004	11035005	+	444
908	chr2L	11088264	11088356	+	2159
909	chr2L	11091413	11091489	+	2242
910	chr2L	11106339	11106348	+	284
911	chr2L	11106925	11106964	+	1076
912	chr2L	11123628	11123660	+	416
913	chr2L	11123778	11123855	+	2166
914	chr2L	11126901	11127022	+	2959
915	chr2L	11130730	11130818	+	2771
916	chr2L	11179030	11179087	+	476
917	chr2L	11179580	11179638	+	235
918	chr2L	11210678	11210681	+	270
919	chr2L	11234778	11234895	+	6384
920	chr2L	11269754	11269906	+	5852
921	chr2L	11271812	11271816	+	722
922	chr2L	11272123	11272127	+	168
923	chr2L	11275664	11275756	+	3941
924	chr2L	11277999	11278079	+	2898
925	chr2L	11280278	11280345	+	886
926	chr2L	11282090	11282148	+	1349
927	chr2L	11307748	11307795	+	354
928	chr2L	11365290	11365333	+	252
929	chr2L	11450866	11450903	+	288
930	chr2L	11464907	11464951	+	381
931	chr2L	11517338	11517404	+	592
932	chr2L	11519813	11519915	+	4169
933	chr2L	11531809	11531878	+	749
934	chr2L	11609057	11609061	+	173
935	chr2L	11652414	11652542	+	7879
936	chr2L	11653140	11653142	+	143
937	chr2L	11657355	11657477	+	9820
938	chr2L	11694787	11694852	+	2401
939	chr2L	11721240	11721301	+	1300
940	chr2L	11788247	11788332	+	2565
941	chr2L	11788403	11788535	+	3693
942	chr2L	11789874	11789982	+	8968
943	chr2L	11790351	11790496	+	2697
944	chr2L	11834103	11834107	+	530
945	chr2L	11835349	11835369	+	277
946	chr2L	11839900	11839912	+	741
947	chr2L	11840680	11840681	+	128
948	chr2L	11842827	11842828	+	237
949	chr2L	11843104	11843144	+	36441
950	chr2L	11843684	11843685	+	761
951	chr2L	11947922	11948045	+	15706
952	chr2L	11981591	11981592	+	177
953	chr2L	11988257	11988311	+	2816
954	chr2L	11989911	11990001	+	8510
955	chr2L	11990893	11990941	+	467
956	chr2L	11992922	11992931	+	485
957	chr2L	11996833	11996864	+	379
958	chr2L	12034155	12034227	+	871
959	chr2L	12049425	12049426	+	512
960	chr2L	12056347	12056421	+	4210
961	chr2L	12093721	12093825	+	7150
962	chr2L	12097840	12097887	+	795
963	chr2L	12103715	12103816	+	4298
964	chr2L	12161737	12161790	+	7044
965	chr2L	12164234	12164321	+	2193
966	chr2L	12170494	12170657	+	5150
967	chr2L	12172959	12173060	+	5125
968	chr2L	12174951	12175028	+	5823
969	chr2L	12201342	12201343	+	233
970	chr2L	12205760	12205945	+	21362
971	chr2L	12207562	12207606	+	222
972	chr2L	12207759	12207791	+	133
973	chr2L	12241312	12241321	+	116
974	chr2L	12333482	12333568	+	273
975	chr2L	12356397	12356508	+	5524
976	chr2L	12366363	12366468	+	2469
977	chr2L	12369832	12369848	+	1537
978	chr2L	12372138	12372227	+	432
979	chr2L	12398239	12398305	+	6175
980	chr2L	12401544	12401556	+	105
981	chr2L	12424792	12424934	+	4528
982	chr2L	12428031	12428055	+	958
983	chr2L	12434427	12434571	+	6380
984	chr2L	12434613	12434689	+	2109
985	chr2L	12434846	12434954	+	5772
986	chr2L	12436814	12436818	+	180
987	chr2L	12507937	12507942	+	1332
988	chr2L	12618345	12618348	+	180
989	chr2L	12692943	12693096	+	7034
990	chr2L	12693196	12693248	+	166
991	chr2L	12695025	12695108	+	1768
992	chr2L	12696003	12696113	+	531
993	chr2L	12697343	12697407	+	297
994	chr2L	12704684	12704756	+	2919
995	chr2L	12707597	12707751	+	5780
996	chr2L	12707830	12707979	+	17934
997	chr2L	12708280	12708282	+	258
998	chr2L	12719039	12719054	+	5364
999	chr2L	12722245	12722325	+	1873
1000	chr2L	12841335	12841384	+	1999
1001	chr2L	12912497	12912591	+	3707
1002	chr2L	12916780	12916845	+	299
1003	chr2L	12921004	12921129	+	2416
1004	chr2L	12925528	12925598	+	900
1005	chr2L	12974318	12974409	+	5116
1006	chr2L	12978754	12978883	+	2821
1007	chr2L	13004471	13004571	+	5072
1008	chr2L	13119846	13120004	+	3116
1009	chr2L	13130573	13130672	+	4007
1010	chr2L	13158757	13158853	+	3339
1011	chr2L	13160649	13160721	+	4757
1012	chr2L	13165506	13165618	+	2393
1013	chr2L	13177110	13177256	+	4180
1014	chr2L	13179215	13179282	+	831
1015	chr2L	13183413	13183610	+	5772
1016	chr2L	13192185	13192264	+	1896
1017	chr2L	13203733	13203841	+	2707
1018	chr2L	13203943	13204122	+	16335
1019	chr2L	13219969	13220031	+	1009
1020	chr2L	13222555	13222673	+	4725
1021	chr2L	13222774	13222904	+	1673
1022	chr2L	13231971	13232067	+	1897
1023	chr2L	13236492	13236498	+	2136
1024	chr2L	13257421	13257731	+	3040
1025	chr2L	13261008	13261010	+	1974
1026	chr2L	13266335	13266356	+	213
1027	chr2L	13266868	13266881	+	1403
1028	chr2L	13267469	13267470	+	188
1029	chr2L	13285017	13285060	+	270
1030	chr2L	13286765	13286875	+	1546
1031	chr2L	13289988	13290035	+	484
1032	chr2L	13290911	13290914	+	1197
1033	chr2L	13292940	13293065	+	6963
1034	chr2L	13296349	13296402	+	715
1035	chr2L	13297494	13297534	+	131
1036	chr2L	13304688	13304721	+	593
1037	chr2L	13305966	13306005	+	547
1038	chr2L	13306342	13306411	+	311
1039	chr2L	13306811	13306917	+	2015
1040	chr2L	13307833	13307846	+	441
1041	chr2L	13347772	13347782	+	440
1042	chr2L	13366390	13366522	+	9147
1043	chr2L	13366707	13366722	+	208
1044	chr2L	13367593	13367675	+	3183
1045	chr2L	13367787	13367817	+	366
1046	chr2L	13369184	13369463	+	10776
1047	chr2L	13373998	13374228	+	2022
1048	chr2L	13378858	13378980	+	9486
1049	chr2L	13382585	13382677	+	7712
1050	chr2L	13387541	13387613	+	545
1051	chr2L	13398948	13399019	+	2258
1052	chr2L	13400843	13400844	+	156
1053	chr2L	13412460	13412576	+	1702
1054	chr2L	13419984	13420054	+	215
1055	chr2L	13443188	13443193	+	263
1056	chr2L	13459464	13459465	+	415
1057	chr2L	13459689	13459852	+	22227
1058	chr2L	13540682	13540806	+	6021
1059	chr2L	13542550	13542634	+	1015
1060	chr2L	13550097	13550148	+	7061
1061	chr2L	13569364	13569396	+	119
1062	chr2L	13610169	13610171	+	189
1063	chr2L	13665503	13665533	+	6308
1064	chr2L	13708190	13708303	+	2418
1065	chr2L	13746931	13746986	+	617
1066	chr2L	13771042	13771130	+	6507
1067	chr2L	13777158	13777205	+	207
1068	chr2L	13780684	13780745	+	1694
1069	chr2L	13784034	13784165	+	6035
1070	chr2L	13793463	13793612	+	4956
1071	chr2L	13803624	13803655	+	3627
1072	chr2L	13803812	13803820	+	1260
1073	chr2L	13811525	13811588	+	202
1074	chr2L	13813812	13813881	+	841
1075	chr2L	13829835	13829893	+	955
1076	chr2L	13833324	13833401	+	2105
1077	chr2L	13835564	13835606	+	490
1078	chr2L	13878959	13878965	+	787
1079	chr2L	13905645	13905654	+	1731
1080	chr2L	13906455	13906494	+	856
1081	chr2L	13906542	13906552	+	129
1082	chr2L	13912019	13912127	+	1155
1083	chr2L	13957491	13957545	+	1762
1084	chr2L	13970498	13970499	+	230
1085	chr2L	14008128	14008154	+	11918
1086	chr2L	14013747	14013748	+	252
1087	chr2L	14017690	14017735	+	218
1088	chr2L	14047584	14047589	+	1394
1089	chr2L	14208756	14208758	+	122
1090	chr2L	14262880	14262918	+	198
1091	chr2L	14274750	14274881	+	26002
1092	chr2L	14277167	14277256	+	6925
1093	chr2L	14277471	14277498	+	323
1094	chr2L	14291145	14291196	+	2102
1095	chr2L	14300998	14300999	+	244
1096	chr2L	14308144	14308212	+	1205
1097	chr2L	14328383	14328448	+	3910
1098	chr2L	14333293	14333294	+	144
1099	chr2L	14334159	14334167	+	1018
1100	chr2L	14338220	14338300	+	3403
1101	chr2L	14349138	14349205	+	182
1102	chr2L	14351999	14352193	+	33027
1103	chr2L	14355118	14355236	+	8363
1104	chr2L	14356974	14357080	+	4399
1105	chr2L	14359252	14359303	+	799
1106	chr2L	14362042	14362117	+	987
1107	chr2L	14457020	14457024	+	205
1108	chr2L	14490862	14490863	+	486
1109	chr2L	14615522	14615580	+	38585
1110	chr2L	14616264	14616272	+	893
1111	chr2L	14616387	14616391	+	241
1112	chr2L	14616976	14617024	+	483
1113	chr2L	14651730	14651752	+	158
1114	chr2L	14743253	14743258	+	989
1115	chr2L	14760734	14760810	+	31338
1116	chr2L	14761393	14761395	+	244
1117	chr2L	14762710	14762805	+	1483
1118	chr2L	14765862	14765982	+	5449
1119	chr2L	14802288	14802410	+	10605
1120	chr2L	14810744	14810802	+	8398
1121	chr2L	14885086	14885119	+	92
1122	chr2L	14924528	14924640	+	3540
1123	chr2L	14938031	14938069	+	131
1124	chr2L	14974646	14974689	+	115
1125	chr2L	15005706	15005768	+	4277
1126	chr2L	15007761	15007897	+	11140
1127	chr2L	15009941	15010011	+	2303
1128	chr2L	15016342	15016361	+	120
1129	chr2L	15026787	15026904	+	1940
1130	chr2L	15031330	15031399	+	186
1131	chr2L	15035473	15035476	+	164
1132	chr2L	15039470	15039577	+	888
1133	chr2L	15061640	15061725	+	23725
1134	chr2L	15068567	15068598	+	238
1135	chr2L	15068665	15068745	+	408
1136	chr2L	15113442	15113588	+	5640
1137	chr2L	15119720	15119791	+	538
1138	chr2L	15207814	15207858	+	184
1139	chr2L	15215195	15215298	+	496
1140	chr2L	15256551	15256646	+	2879
1141	chr2L	15276794	15276847	+	114
1142	chr2L	15277757	15277806	+	533
1143	chr2L	15292461	15292543	+	2711
1144	chr2L	15293254	15293256	+	102
1145	chr2L	15297713	15297761	+	120
1146	chr2L	15297801	15297957	+	11876
1147	chr2L	15333864	15333869	+	354
1148	chr2L	15433311	15433351	+	1554
1149	chr2L	15462985	15463028	+	234
1150	chr2L	15473069	15473127	+	118
1151	chr2L	15484605	15484801	+	8298
1152	chr2L	15499095	15499198	+	1832
1153	chr2L	15522642	15522683	+	203
1154	chr2L	15547414	15547589	+	15058
1155	chr2L	15550369	15550463	+	13178
1156	chr2L	15752239	15752341	+	6842
1157	chr2L	15764210	15764289	+	2499
1158	chr2L	15784037	15784148	+	5721
1159	chr2L	15846894	15847031	+	2999
1160	chr2L	15852569	15852683	+	6675
1161	chr2L	15854163	15854339	+	5372
1162	chr2L	15895413	15895516	+	3664
1163	chr2L	15916850	15916991	+	12669
1164	chr2L	15924791	15924862	+	502
1165	chr2L	15941395	15941471	+	5814
1166	chr2L	15957814	15957907	+	5088
1167	chr2L	15960185	15960444	+	74788
1168	chr2L	15960594	15960626	+	489
1169	chr2L	15960699	15960705	+	217
1170	chr2L	15979450	15979574	+	8161
1171	chr2L	16004454	16004703	+	13830
1172	chr2L	16004910	16004993	+	16418
1173	chr2L	16005188	16005192	+	191
1174	chr2L	16044525	16044599	+	1743
1175	chr2L	16094947	16095059	+	5630
1176	chr2L	16133451	16133579	+	3911
1177	chr2L	16165799	16165858	+	656
1178	chr2L	16203075	16203170	+	556
1179	chr2L	16211449	16211504	+	3523
1180	chr2L	16231476	16231477	+	162
1181	chr2L	16257659	16257719	+	506
1182	chr2L	16257941	16258048	+	1921
1183	chr2L	16262095	16262177	+	1507
1184	chr2L	16288293	16288382	+	1599
1185	chr2L	16291230	16291332	+	10424
1186	chr2L	16300215	16300276	+	921
1187	chr2L	16303242	16303275	+	185
1188	chr2L	16306372	16306454	+	1677
1189	chr2L	16307310	16307505	+	8152
1190	chr2L	16310951	16311073	+	4807
1191	chr2L	16327055	16327142	+	2470
1192	chr2L	16352932	16353009	+	1530
1193	chr2L	16435855	16435942	+	463
1194	chr2L	16445280	16445281	+	398
1195	chr2L	16447320	16447343	+	2087
1196	chr2L	16450860	16450912	+	413
1197	chr2L	16451050	16451067	+	16630
1198	chr2L	16451241	16451283	+	135
1199	chr2L	16491539	16491729	+	16600
1200	chr2L	16496766	16496775	+	552
1201	chr2L	16496889	16496958	+	1352
1202	chr2L	16506771	16506777	+	170
1203	chr2L	16542423	16542624	+	13342
1204	chr2L	16601909	16601923	+	4281
1205	chr2L	16603823	16603824	+	177
1206	chr2L	16605805	16605847	+	185
1207	chr2L	16607358	16607448	+	5146
1208	chr2L	16657074	16657171	+	1984
1209	chr2L	16677174	16677278	+	1616
1210	chr2L	16680015	16680129	+	6008
1211	chr2L	16680499	16680685	+	12694
1212	chr2L	16682488	16682601	+	3440
1213	chr2L	16685391	16685397	+	1388
1214	chr2L	16685485	16685583	+	3153
1215	chr2L	16715811	16715929	+	26202
1216	chr2L	16715994	16716061	+	566
1217	chr2L	16719309	16719311	+	476
1218	chr2L	16719874	16720007	+	91366
1219	chr2L	16722053	16722081	+	110
1220	chr2L	16722183	16722384	+	1789
1221	chr2L	16729727	16729793	+	683
1222	chr2L	16732520	16732625	+	2522
1223	chr2L	16743257	16743296	+	475
1224	chr2L	16743352	16743460	+	4092
1225	chr2L	16766733	16766740	+	11532
1226	chr2L	16767806	16767880	+	388
1227	chr2L	16781854	16781883	+	4441
1228	chr2L	16791567	16791600	+	763
1229	chr2L	16799027	16799032	+	1757
1230	chr2L	16816661	16816665	+	276
1231	chr2L	16827060	16827195	+	1905
1232	chr2L	16838592	16838593	+	304
1233	chr2L	16840107	16840143	+	9046
1234	chr2L	16869461	16869470	+	870
1235	chr2L	16879439	16879519	+	610
1236	chr2L	16881183	16881219	+	1145
1237	chr2L	16888449	16888509	+	2821
1238	chr2L	16889823	16889949	+	2210
1239	chr2L	16890057	16890109	+	488
1240	chr2L	16965476	16965493	+	178
1241	chr2L	16984953	16985068	+	14752
1242	chr2L	17085606	17085649	+	207
1243	chr2L	17087566	17087663	+	5274
1244	chr2L	17105096	17105153	+	156
1245	chr2L	17171296	17171447	+	3139
1246	chr2L	17173396	17173568	+	2950
1247	chr2L	17247084	17247167	+	1207
1248	chr2L	17316633	17316695	+	363
1249	chr2L	17363454	17363602	+	3360
1250	chr2L	17384699	17384733	+	2257
1251	chr2L	17386084	17386166	+	3163
1252	chr2L	17389339	17389341	+	2478
1253	chr2L	17410631	17410732	+	2416
1254	chr2L	17429712	17429772	+	642
1255	chr2L	17433799	17433911	+	10482
1256	chr2L	17453026	17453147	+	16926
1257	chr2L	17466445	17466504	+	171
1258	chr2L	17471558	17471632	+	563
1259	chr2L	17473422	17473627	+	13709
1260	chr2L	17478467	17478505	+	152
1261	chr2L	17481181	17481322	+	9642
1262	chr2L	17484499	17484540	+	951
1263	chr2L	17497032	17497035	+	172
1264	chr2L	17500741	17500878	+	677
1265	chr2L	17501344	17501434	+	418
1266	chr2L	17541820	17541905	+	1666
1267	chr2L	17590121	17590180	+	501
1268	chr2L	17627772	17627893	+	5444
1269	chr2L	17704670	17704705	+	490
1270	chr2L	17792396	17792466	+	1173
1271	chr2L	17893991	17894050	+	330
1272	chr2L	17963332	17963460	+	3216
1273	chr2L	17963799	17963834	+	124
1274	chr2L	17986269	17986437	+	10011
1275	chr2L	17986635	17986638	+	109
1276	chr2L	17990394	17990492	+	5469
1277	chr2L	18004341	18004370	+	193
1278	chr2L	18006654	18006697	+	7424
1279	chr2L	18006765	18006813	+	303
1280	chr2L	18007352	18007474	+	22863
1281	chr2L	18007911	18007930	+	174
1282	chr2L	18008306	18008401	+	2405
1283	chr2L	18008876	18008976	+	84339
1284	chr2L	18012347	18012384	+	4333
1285	chr2L	18078624	18078625	+	141
1286	chr2L	18081629	18081630	+	247
1287	chr2L	18096542	18096631	+	2669
1288	chr2L	18119994	18120019	+	575
1289	chr2L	18200335	18200410	+	826
1290	chr2L	18251390	18251393	+	110
1291	chr2L	18256659	18256704	+	133
1292	chr2L	18294835	18294923	+	7603
1293	chr2L	18295438	18295439	+	284
1294	chr2L	18320101	18320134	+	4548
1295	chr2L	18378559	18378652	+	4168
1296	chr2L	18400488	18400490	+	111
1297	chr2L	18454628	18454753	+	6449
1298	chr2L	18455137	18455138	+	113
1299	chr2L	18456378	18456385	+	913
1300	chr2L	18471135	18471152	+	157
1301	chr2L	18485449	18485457	+	1517
1302	chr2L	18590868	18590983	+	1865
1303	chr2L	18606752	18606908	+	5983
1304	chr2L	18617255	18617260	+	3393
1305	chr2L	18665210	18665259	+	1962
1306	chr2L	18666474	18666475	+	163
1307	chr2L	18677193	18677244	+	719
1308	chr2L	18677295	18677343	+	793
1309	chr2L	18682159	18682172	+	135
1310	chr2L	18689512	18689631	+	353
1311	chr2L	18689692	18689788	+	1553
1312	chr2L	18694737	18694799	+	175
1313	chr2L	18695733	18695809	+	603
1314	chr2L	18698704	18698769	+	1877
1315	chr2L	18703401	18703545	+	6854
1316	chr2L	18703633	18703729	+	928
1317	chr2L	18708838	18708895	+	1863
1318	chr2L	18740305	18740400	+	1621
1319	chr2L	18813010	18813014	+	359
1320	chr2L	18819266	18819336	+	3119
1321	chr2L	18823551	18823627	+	2350
1322	chr2L	18826771	18826775	+	439
1323	chr2L	18831186	18831281	+	3438
1324	chr2L	18946255	18946355	+	6781
1325	chr2L	18948879	18948961	+	2682
1326	chr2L	18969031	18969082	+	696
1327	chr2L	18987650	18987782	+	13741
1328	chr2L	19003398	19003399	+	309
1329	chr2L	19010847	19010942	+	3306
1330	chr2L	19022364	19022469	+	5738
1331	chr2L	19022988	19023159	+	26659
1332	chr2L	19029122	19029148	+	332
1333	chr2L	19029194	19029226	+	91
1334	chr2L	19029300	19029301	+	102
1335	chr2L	19034427	19034476	+	498
1336	chr2L	19034595	19034704	+	6112
1337	chr2L	19041828	19041936	+	4915
1338	chr2L	19045335	19045441	+	6323
1339	chr2L	19049078	19049300	+	12705
1340	chr2L	19051805	19052046	+	13441
1341	chr2L	19054083	19054160	+	5689
1342	chr2L	19063295	19063343	+	740
