cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
380	chr2L	6038088	6038173	+	8	6038173	146	35	6038089	6038173	85
381	chr2L	6047982	6048000	+	5	6047996	116	31	6047983	6047996	14
382	chr2L	6048347	6048351	+	2	6048348	76	52	6048348	6048351	4
383	chr2L	6048709	6048841	+	24	6048766	1985	373	6048735	6048797	63
384	chr2L	6050819	6050895	+	22	6050843	3717	1047	6050826	6050883	58
385	chr2L	6062960	6063059	+	37	6063013	5303	3405	6062990	6063013	24
386	chr2L	6063130	6063171	+	2	6063131	23	20	6063131	6063171	41
387	chr2L	6065996	6066083	+	7	6066023	72	27	6065997	6066044	48
388	chr2L	6066177	6066268	+	24	6066213	411	87	6066199	6066257	59
389	chr2L	6069050	6069157	+	40	6069115	10814	6321	6069088	6069127	40
390	chr2L	6069201	6069239	+	3	6069203	137	72	6069202	6069239	38
391	chr2L	6070996	6071157	+	43	6071073	8624	4197	6071067	6071110	44
392	chr2L	6071221	6071254	+	2	6071222	5	3	6071222	6071254	33
393	chr2L	6072163	6072221	+	5	6072221	42	31	6072219	6072221	3
394	chr2L	6082580	6082590	+	6	6082583	797	347	6082581	6082587	7
395	chr2L	6083559	6083564	+	2	6083560	171	130	6083560	6083564	5
396	chr2L	6100376	6100428	+	7	6100379	2217	1996	6100379	6100379	1
397	chr2L	6118446	6118546	+	22	6118504	2464	1471	6118468	6118504	37
398	chr2L	6120671	6120689	+	2	6120672	2	1	6120672	6120689	18
399	chr2L	6120859	6120915	+	4	6120860	111	51	6120860	6120915	56
400	chr2L	6123249	6123251	+	2	6123251	19	12	6123250	6123251	2
401	chr2L	6125103	6125260	+	48	6125182	12231	2099	6125138	6125187	50
402	chr2L	6125422	6125424	+	2	6125423	86	55	6125423	6125424	2
403	chr2L	6131014	6131025	+	3	6131022	3	1	6131015	6131025	11
404	chr2L	6169376	6169380	+	3	6169380	212	141	6169377	6169380	4
405	chr2L	6179139	6179140	+	1	6179140	91	91	6179140	6179140	1
406	chr2L	6253087	6253091	+	2	6253091	41	23	6253088	6253091	4
407	chr2L	6323746	6323840	+	26	6323767	4173	1007	6323764	6323786	23
408	chr2L	6338803	6338873	+	10	6338846	4588	2789	6338838	6338852	15
409	chr2L	6341739	6341747	+	4	6341743	894	420	6341740	6341747	8
410	chr2L	6341822	6341852	+	2	6341852	56	32	6341823	6341852	30
411	chr2L	6343699	6343730	+	2	6343700	96	78	6343700	6343730	31
412	chr2L	6367883	6367884	+	1	6367884	519	519	6367884	6367884	1
413	chr2L	6424327	6424385	+	11	6424338	636	150	6424338	6424359	22
414	chr2L	6456258	6456285	+	8	6456265	593	166	6456259	6456271	13
415	chr2L	6456361	6456463	+	20	6456380	1710	588	6456373	6456428	56
416	chr2L	6480877	6480972	+	22	6480934	1839	325	6480916	6480961	46
417	chr2L	6481015	6481024	+	4	6481024	188	78	6481020	6481024	5
418	chr2L	6483039	6483072	+	2	6483040	7	5	6483040	6483072	33
419	chr2L	6483363	6483365	+	2	6483365	23	12	6483364	6483365	2
420	chr2L	6483453	6483455	+	2	6483454	19	18	6483454	6483454	1
421	chr2L	6483864	6483866	+	2	6483866	15	10	6483865	6483866	2
422	chr2L	6489058	6489178	+	27	6489124	2904	747	6489092	6489128	37
423	chr2L	6491048	6491097	+	6	6491094	389	242	6491071	6491094	24
424	chr2L	6497038	6497062	+	4	6497051	4	1	6497039	6497062	24
425	chr2L	6498652	6498658	+	2	6498653	180	96	6498653	6498658	6
426	chr2L	6557784	6557916	+	56	6557802	29231	5903	6557802	6557858	57
427	chr2L	6559456	6559461	+	2	6559457	2	1	6559457	6559461	5
428	chr2L	6562317	6562398	+	12	6562339	1092	304	6562328	6562368	41
429	chr2L	6562654	6562682	+	3	6562655	234	155	6562655	6562682	28
430	chr2L	6611003	6611069	+	7	6611054	520	243	6611004	6611059	56
431	chr2L	6612840	6612848	+	3	6612844	608	519	6612841	6612844	4
432	chr2L	6649383	6649495	+	20	6649451	1594	513	6649416	6649473	58
433	chr2L	6658495	6658591	+	30	6658535	2016	523	6658519	6658568	50
434	chr2L	6663933	6664031	+	19	6663967	960	133	6663934	6664006	73
435	chr2L	6664813	6664817	+	2	6664814	4	3	6664814	6664817	4
436	chr2L	6665586	6665588	+	2	6665587	14	8	6665587	6665588	2
437	chr2L	6670230	6670232	+	2	6670232	7	5	6670231	6670232	2
438	chr2L	6670635	6670640	+	2	6670636	2	1	6670636	6670640	5
439	chr2L	6673899	6674027	+	33	6673962	5351	1006	6673948	6673980	33
440	chr2L	6717608	6717708	+	23	6717654	1778	627	6717627	6717666	40
441	chr2L	6723911	6723997	+	18	6723950	1247	211	6723925	6723977	53
442	chr2L	6742502	6742509	+	2	6742509	102	84	6742503	6742509	7
443	chr2L	6852277	6852403	+	33	6852317	1269	398	6852317	6852370	54
444	chr2L	6852620	6852622	+	2	6852622	14	8	6852621	6852622	2
445	chr2L	6854129	6854189	+	11	6854147	1897	702	6854145	6854153	9
446	chr2L	6908057	6908101	+	17	6908095	2388	868	6908082	6908095	14
447	chr2L	6920654	6920771	+	37	6920724	7307	1576	6920686	6920729	44
448	chr2L	6920938	6921002	+	12	6921002	180	30	6920940	6921002	63
449	chr2L	6921231	6921264	+	4	6921260	136	51	6921232	6921264	33
450	chr2L	6921642	6921665	+	5	6921665	237	84	6921643	6921665	23
451	chr2L	6921862	6921899	+	5	6921899	201	82	6921863	6921899	37
452	chr2L	6923922	6923925	+	3	6923924	442	340	6923924	6923925	2
453	chr2L	6925476	6925509	+	4	6925509	158	94	6925477	6925509	33
454	chr2L	6925557	6925559	+	2	6925558	92	68	6925558	6925559	2
455	chr2L	6925676	6925688	+	2	6925677	51	27	6925677	6925688	12
456	chr2L	6925730	6925750	+	5	6925750	693	336	6925731	6925750	20
457	chr2L	6926326	6926328	+	2	6926328	96	65	6926327	6926328	2
458	chr2L	6926375	6926458	+	9	6926458	325	70	6926376	6926458	83
459	chr2L	6926614	6926642	+	2	6926615	149	103	6926615	6926642	28
460	chr2L	6926787	6926788	+	1	6926788	265	265	6926788	6926788	1
461	chr2L	6926899	6926959	+	13	6926905	598	86	6926901	6926956	56
462	chr2L	6927014	6927052	+	4	6927042	124	43	6927015	6927052	38
463	chr2L	6927169	6927205	+	4	6927172	185	88	6927170	6927205	36
464	chr2L	6942026	6942089	+	11	6942082	698	306	6942032	6942083	52
465	chr2L	6950402	6950450	+	19	6950415	2896	497	6950415	6950445	31
466	chr2L	6957009	6957082	+	8	6957012	717	312	6957010	6957061	52
467	chr2L	6964393	6964568	+	26	6964426	2579	748	6964422	6964481	60
468	chr2L	6965142	6965167	+	3	6965167	64	24	6965143	6965167	25
469	chr2L	6972202	6972214	+	2	6972203	2	1	6972203	6972214	12
470	chr2L	7013340	7013377	+	4	7013374	36	21	7013370	7013374	5
471	chr2L	7013418	7013448	+	3	7013419	38	26	7013419	7013422	4
472	chr2L	7021681	7021682	+	1	7021682	332	332	7021682	7021682	1
473	chr2L	7027519	7027606	+	17	7027550	681	217	7027539	7027585	47
474	chr2L	7032698	7032787	+	24	7032726	6173	2464	7032723	7032744	22
475	chr2L	7037980	7038075	+	22	7038054	2125	379	7037994	7038054	61
476	chr2L	7042304	7042311	+	3	7042309	51	35	7042305	7042309	5
477	chr2L	7042352	7042451	+	10	7042374	439	163	7042353	7042388	36
478	chr2L	7049276	7049313	+	6	7049310	690	412	7049277	7049310	34
479	chr2L	7056293	7056380	+	22	7056322	1642	275	7056317	7056365	49
480	chr2L	7063950	7064083	+	46	7063988	19619	5812	7063988	7064013	26
481	chr2L	7182079	7182157	+	6	7182083	67	52	7182080	7182109	30
482	chr2L	7182232	7182353	+	27	7182269	1163	246	7182243	7182298	56
483	chr2L	7257468	7257575	+	12	7257559	23	5	7257531	7257575	45
484	chr2L	7333713	7333714	+	1	7333714	434	434	7333714	7333714	1
485	chr2L	7334026	7334027	+	1	7334027	187	187	7334027	7334027	1
486	chr2L	7388533	7388548	+	2	7388534	3	2	7388534	7388548	15
487	chr2L	7401276	7401342	+	4	7401324	118	57	7401277	7401342	66
488	chr2L	7402839	7402921	+	14	7402906	6464	4965	7402906	7402908	3
489	chr2L	7403141	7403146	+	5	7403145	2497	1619	7403144	7403145	2
490	chr2L	7405194	7405235	+	7	7405232	3572	3019	7405229	7405232	4
491	chr2L	7412393	7412451	+	15	7412432	1684	1165	7412428	7412437	10
492	chr2L	7423763	7423784	+	7	7423777	739	328	7423767	7423781	15
493	chr2L	7423931	7423940	+	3	7423940	188	124	7423937	7423940	4
494	chr2L	7426862	7426891	+	3	7426866	3	1	7426863	7426891	29
495	chr2L	7426962	7427127	+	27	7427020	4544	597	7427003	7427062	60
496	chr2L	7437430	7437493	+	6	7437493	977	767	7437456	7437493	38
497	chr2L	7440847	7440856	+	4	7440851	609	472	7440848	7440851	4
498	chr2L	7466545	7466557	+	7	7466550	1823	1293	7466546	7466550	5
499	chr2L	7678718	7678720	+	2	7678719	449	428	7678719	7678719	1
500	chr2L	7710900	7710907	+	2	7710901	2	1	7710901	7710907	7
501	chr2L	7710958	7710994	+	2	7710959	3	2	7710959	7710994	36
502	chr2L	7747277	7747300	+	3	7747295	4	2	7747278	7747300	23
503	chr2L	7754199	7754207	+	2	7754200	2	1	7754200	7754207	8
504	chr2L	7782848	7782904	+	18	7782870	3972	985	7782859	7782878	20
505	chr2L	7800150	7800179	+	7	7800151	44	13	7800151	7800174	24
506	chr2L	7800364	7800484	+	25	7800406	1929	284	7800372	7800417	46
507	chr2L	7811423	7811452	+	10	7811440	3088	2708	7811440	7811440	1
508	chr2L	7814354	7814355	+	1	7814355	246	246	7814355	7814355	1
509	chr2L	7821497	7821622	+	30	7821542	1795	358	7821531	7821592	62
510	chr2L	7821743	7821759	+	2	7821744	36	18	7821744	7821759	16
511	chr2L	7827667	7827926	+	53	7827805	8415	1390	7827760	7827816	57
512	chr2L	7830986	7831005	+	3	7830988	73	37	7830987	7831005	19
513	chr2L	7831587	7831621	+	2	7831588	55	33	7831588	7831621	34
514	chr2L	7831759	7831811	+	8	7831810	386	138	7831762	7831810	49
515	chr2L	7832143	7832212	+	7	7832210	224	47	7832144	7832210	67
516	chr2L	7832422	7832431	+	3	7832424	168	113	7832423	7832431	9
517	chr2L	7832622	7832640	+	3	7832623	280	179	7832623	7832624	2
518	chr2L	7857076	7857077	+	1	7857077	199	199	7857077	7857077	1
519	chr2L	7885505	7885608	+	37	7885566	13193	3341	7885543	7885569	27
520	chr2L	7985242	7985251	+	4	7985247	1139	772	7985243	7985247	5
521	chr2L	7998834	7998959	+	39	7998950	14334	5926	7998886	7998950	65
522	chr2L	8029437	8029624	+	57	8029519	11068	2420	8029500	8029551	52
523	chr2L	8030719	8030793	+	14	8030732	1774	457	8030732	8030767	36
524	chr2L	8030937	8031034	+	8	8031008	50	17	8030980	8031034	55
525	chr2L	8031089	8031108	+	3	8031095	82	31	8031090	8031108	19
526	chr2L	8031286	8031386	+	6	8031287	9	3	8031287	8031386	100
527	chr2L	8038460	8038462	+	2	8038461	46	26	8038461	8038462	2
528	chr2L	8041080	8041173	+	19	8041115	1567	312	8041090	8041140	51
529	chr2L	8043410	8043540	+	21	8043484	809	124	8043422	8043484	63
530	chr2L	8072844	8072986	+	29	8072954	2806	506	8072911	8072960	50
531	chr2L	8083418	8083470	+	24	8083438	6568	1082	8083422	8083455	34
532	chr2L	8083829	8083894	+	7	8083841	272	96	8083841	8083894	54
533	chr2L	8083961	8083988	+	5	8083987	462	255	8083962	8083987	26
534	chr2L	8088238	8088242	+	2	8088242	41	21	8088239	8088242	4
535	chr2L	8088320	8088328	+	2	8088321	145	127	8088321	8088328	8
536	chr2L	8089184	8089223	+	2	8089185	129	104	8089185	8089223	39
537	chr2L	8089356	8089394	+	2	8089394	60	35	8089357	8089394	38
538	chr2L	8089518	8089520	+	2	8089519	181	155	8089519	8089520	2
539	chr2L	8107747	8107778	+	2	8107778	48	29	8107748	8107778	31
540	chr2L	8107852	8107889	+	5	8107857	181	53	8107853	8107889	37
541	chr2L	8126965	8127087	+	20	8127003	4610	1631	8127000	8127030	31
542	chr2L	8131282	8131300	+	4	8131296	465	213	8131283	8131296	14
543	chr2L	8148949	8148950	+	1	8148950	130	130	8148950	8148950	1
544	chr2L	8159827	8159902	+	16	8159840	973	454	8159835	8159847	13
545	chr2L	8163072	8163077	+	3	8163077	300	195	8163073	8163077	5
546	chr2L	8197177	8197269	+	15	8197236	1650	368	8197197	8197257	61
547	chr2L	8198926	8199023	+	23	8199017	637	147	8198956	8199020	65
548	chr2L	8211320	8211440	+	51	8211360	25012	9308	8211360	8211389	30
549	chr2L	8212886	8213042	+	28	8212928	154	35	8212915	8212974	60
550	chr2L	8213086	8213275	+	40	8213197	5566	2925	8213126	8213224	99
551	chr2L	8213892	8213894	+	2	8213894	32	22	8213893	8213894	2
552	chr2L	8214304	8214313	+	7	8214305	4311	2824	8214305	8214308	4
553	chr2L	8215889	8215900	+	3	8215897	3	1	8215890	8215900	11
554	chr2L	8305545	8305648	+	20	8305587	916	150	8305587	8305637	51
555	chr2L	8308413	8308484	+	14	8308440	1721	876	8308433	8308484	52
556	chr2L	8311376	8311486	+	13	8311420	514	119	8311380	8311486	107
557	chr2L	8320306	8320511	+	31	8320326	2953	437	8320326	8320366	41
558	chr2L	8327448	8327459	+	3	8327458	1212	1168	8327458	8327458	1
559	chr2L	8328293	8328300	+	2	8328300	27	24	8328294	8328300	7
560	chr2L	8329049	8329062	+	5	8329051	5611	5307	8329051	8329051	1
561	chr2L	8346610	8346626	+	9	8346622	8711	7680	8346621	8346622	2
562	chr2L	8364685	8364714	+	3	8364695	9	4	8364686	8364714	29
563	chr2L	8364812	8364949	+	48	8364853	5929	807	8364853	8364917	65
564	chr2L	8365996	8366106	+	46	8366050	12685	3809	8366029	8366066	38
565	chr2L	8366245	8366304	+	6	8366276	292	98	8366246	8366304	59
566	chr2L	8369008	8369010	+	2	8369009	30	25	8369009	8369010	2
567	chr2L	8370490	8370532	+	4	8370532	552	477	8370531	8370532	2
568	chr2L	8374442	8374524	+	23	8374470	2451	670	8374467	8374495	29
569	chr2L	8376992	8377077	+	18	8377051	1518	448	8377030	8377070	41
570	chr2L	8382761	8382804	+	4	8382804	111	62	8382765	8382804	40
571	chr2L	8382845	8382963	+	21	8382898	1503	335	8382863	8382934	72
572	chr2L	8384431	8384535	+	14	8384479	3819	3178	8384478	8384479	2
573	chr2L	8386140	8386146	+	4	8386141	599	402	8386141	8386143	3
574	chr2L	8396677	8396680	+	2	8396678	2	1	8396678	8396680	3
575	chr2L	8399034	8399038	+	3	8399037	423	368	8399037	8399037	1
576	chr2L	8400391	8400448	+	9	8400428	657	284	8400398	8400443	46
577	chr2L	8403497	8403637	+	31	8403583	3360	969	8403573	8403601	29
578	chr2L	8408018	8408019	+	1	8408019	103	103	8408019	8408019	1
579	chr2L	8415679	8415896	+	70	8415749	27842	4628	8415742	8415814	73
580	chr2L	8419848	8419878	+	7	8419874	3398	2267	8419873	8419875	3
581	chr2L	8426871	8426915	+	6	8426873	247	116	8426873	8426915	43
582	chr2L	8426973	8426989	+	4	8426975	138	62	8426974	8426989	16
583	chr2L	8427426	8427428	+	2	8427428	63	35	8427427	8427428	2
584	chr2L	8427472	8427494	+	2	8427473	53	33	8427473	8427494	22
585	chr2L	8428051	8428068	+	2	8428068	64	33	8428052	8428068	17
586	chr2L	8428442	8428444	+	2	8428444	67	47	8428443	8428444	2
587	chr2L	8430280	8430362	+	15	8430305	928	216	8430283	8430362	80
588	chr2L	8430447	8430488	+	4	8430448	185	82	8430448	8430488	41
589	chr2L	8430602	8430614	+	3	8430603	214	88	8430603	8430614	12
590	chr2L	8430699	8430734	+	3	8430734	106	52	8430700	8430734	35
591	chr2L	8437392	8437492	+	37	8437419	4919	614	8437407	8437475	69
592	chr2L	8438174	8438210	+	2	8438175	2	1	8438175	8438210	36
593	chr2L	8438263	8438327	+	7	8438295	309	90	8438275	8438295	21
594	chr2L	8464482	8464518	+	10	8464511	1016	399	8464491	8464511	21
595	chr2L	8488936	8489010	+	19	8488983	215	79	8488946	8489005	60
596	chr2L	8515058	8515129	+	19	8515112	1023	274	8515072	8515118	47
597	chr2L	8517424	8517441	+	2	8517425	28	26	8517425	8517425	1
598	chr2L	8517559	8517659	+	14	8517613	566	102	8517596	8517634	39
599	chr2L	8521898	8521980	+	6	8521935	187	60	8521916	8521980	65
600	chr2L	8522131	8522225	+	11	8522136	760	494	8522132	8522136	5
601	chr2L	8529141	8529147	+	4	8529143	1341	1221	8529143	8529143	1
602	chr2L	8535786	8535790	+	2	8535787	824	720	8535787	8535790	4
603	chr2L	8542137	8542153	+	3	8542146	180	82	8542138	8542153	16
604	chr2L	8543333	8543373	+	4	8543373	249	168	8543335	8543373	39
605	chr2L	8673169	8673170	+	1	8673170	646	646	8673170	8673170	1
606	chr2L	8673857	8673858	+	1	8673858	222	222	8673858	8673858	1
607	chr2L	8675819	8675846	+	3	8675820	188	89	8675820	8675846	27
608	chr2L	8686195	8686307	+	20	8686268	1708	211	8686223	8686283	61
609	chr2L	8702453	8702455	+	2	8702454	45	26	8702454	8702455	2
610	chr2L	8898785	8898787	+	2	8898787	141	88	8898786	8898787	2
611	chr2L	8937373	8937385	+	4	8937378	1582	1398	8937378	8937378	1
612	chr2L	8980651	8980672	+	4	8980663	18	13	8980663	8980672	10
613	chr2L	8997593	8997721	+	17	8997641	1030	269	8997606	8997657	52
614	chr2L	9077138	9077160	+	2	9077139	2	1	9077139	9077160	22
615	chr2L	9125735	9125743	+	4	9125739	1545	1406	9125739	9125739	1
616	chr2L	9166777	9166833	+	8	9166780	356	127	9166780	9166819	40
617	chr2L	9176355	9176358	+	3	9176358	567	520	9176358	9176358	1
618	chr2L	9177120	9177124	+	2	9177124	993	719	9177121	9177124	4
619	chr2L	9330748	9330854	+	26	9330799	2118	827	9330767	9330799	33
620	chr2L	9333561	9333572	+	5	9333569	3985	3667	9333569	9333569	1
621	chr2L	9333682	9333690	+	4	9333690	1303	1206	9333690	9333690	1
622	chr2L	9350448	9350481	+	4	9350466	5	2	9350449	9350481	33
623	chr2L	9387391	9387415	+	2	9387392	6	5	9387392	9387415	24
624	chr2L	9387590	9387664	+	15	9387660	14012	9267	9387658	9387664	7
625	chr2L	9391024	9391068	+	4	9391060	187	86	9391025	9391068	44
626	chr2L	9391464	9391470	+	2	9391470	109	90	9391465	9391470	6
627	chr2L	9426860	9426864	+	3	9426864	1106	697	9426861	9426864	4
628	chr2L	9427880	9427891	+	2	9427881	4	3	9427881	9427891	11
629	chr2L	9431406	9431482	+	9	9431468	660	179	9431414	9431472	59
630	chr2L	9437350	9437357	+	3	9437351	45	22	9437351	9437357	7
631	chr2L	9437488	9437516	+	2	9437489	315	273	9437489	9437516	28
632	chr2L	9449823	9449832	+	5	9449832	1832	1487	9449829	9449832	4
633	chr2L	9449909	9449914	+	2	9449910	120	95	9449910	9449914	5
634	chr2L	9495425	9495480	+	9	9495474	2556	2015	9495468	9495474	7
635	chr2L	9521157	9521215	+	4	9521215	303	216	9521212	9521215	4
636	chr2L	9528499	9528503	+	2	9528503	401	263	9528500	9528503	4
637	chr2L	9544192	9544193	+	1	9544193	135	135	9544193	9544193	1
638	chr2L	9568944	9568945	+	1	9568945	321	321	9568945	9568945	1
639	chr2L	9570438	9570472	+	2	9570439	126	102	9570439	9570472	34
640	chr2L	9570865	9570870	+	2	9570870	230	168	9570866	9570870	5
641	chr2L	9571081	9571085	+	2	9571085	73	53	9571082	9571085	4
642	chr2L	9571263	9571272	+	3	9571268	3	1	9571264	9571272	9
643	chr2L	9613274	9613489	+	42	9613419	18634	11278	9613376	9613422	47
644	chr2L	9616828	9616913	+	12	9616839	1958	1306	9616839	9616842	4
645	chr2L	9634185	9634191	+	3	9634187	792	745	9634187	9634187	1
646	chr2L	9699740	9699864	+	48	9699840	25238	14603	9699801	9699844	44
647	chr2L	9700776	9700876	+	24	9700812	1991	670	9700778	9700842	65
648	chr2L	9700935	9701025	+	5	9700936	7	2	9700936	9701025	90
649	chr2L	9706619	9706653	+	2	9706620	4	2	9706620	9706653	34
650	chr2L	9729938	9729946	+	4	9729942	164	64	9729939	9729946	8
651	chr2L	9736615	9736778	+	22	9736681	9018	7110	9736681	9736682	2
652	chr2L	9758321	9758404	+	12	9758347	492	110	9758326	9758383	58
653	chr2L	9763442	9763590	+	36	9763530	3352	703	9763530	9763552	23
654	chr2L	9782387	9782411	+	4	9782392	1658	1101	9782388	9782392	5
655	chr2L	9790871	9790968	+	27	9790931	1689	334	9790904	9790942	39
656	chr2L	9887985	9888151	+	46	9888120	9238	2014	9888077	9888125	49
657	chr2L	9889201	9889223	+	3	9889202	52	22	9889202	9889223	22
658	chr2L	9890836	9890943	+	22	9890872	1794	385	9890859	9890900	42
659	chr2L	9895265	9895352	+	22	9895299	1820	692	9895286	9895338	53
660	chr2L	9912886	9913002	+	28	9912956	3363	892	9912920	9912996	77
661	chr2L	9915220	9915278	+	13	9915259	7617	4268	9915255	9915259	5
662	chr2L	9918610	9918679	+	25	9918621	3524	1041	9918621	9918666	46
663	chr2L	9920133	9920207	+	11	9920163	1025	360	9920134	9920207	74
664	chr2L	9921619	9921701	+	7	9921701	225	90	9921637	9921701	65
665	chr2L	9938836	9938940	+	17	9938888	1431	439	9938865	9938917	53
666	chr2L	9954436	9954463	+	7	9954455	577	306	9954437	9954462	26
667	chr2L	9957281	9957371	+	18	9957297	1613	298	9957287	9957334	48
668	chr2L	9957416	9957600	+	25	9957566	1714	466	9957450	9957566	117
669	chr2L	9959427	9959636	+	14	9959636	511	87	9959462	9959636	175
670	chr2L	9960980	9961082	+	7	9961079	271	78	9961000	9961082	83
671	chr2L	9961186	9961256	+	11	9961190	741	164	9961187	9961253	67
672	chr2L	9961303	9961408	+	13	9961333	629	218	9961330	9961400	71
673	chr2L	9961506	9961537	+	3	9961507	111	51	9961507	9961537	31
674	chr2L	9961661	9961665	+	2	9961662	46	24	9961662	9961665	4
675	chr2L	9961739	9961787	+	3	9961740	262	183	9961740	9961787	48
676	chr2L	9967245	9967353	+	45	9967330	26930	7183	9967311	9967337	27
677	chr2L	9967614	9967647	+	11	9967645	457	144	9967617	9967646	30
678	chr2L	9967748	9967788	+	5	9967758	381	191	9967757	9967788	32
679	chr2L	9967849	9967874	+	4	9967874	176	71	9967850	9967874	25
680	chr2L	9967945	9967954	+	2	9967954	72	49	9967946	9967954	9
681	chr2L	10003792	10003894	+	26	10003846	6636	1754	10003833	10003884	52
682	chr2L	10009353	10009460	+	25	10009393	5183	1850	10009386	10009413	28
683	chr2L	10010351	10010376	+	7	10010357	2536	2062	10010357	10010360	4
684	chr2L	10010440	10010468	+	2	10010468	48	29	10010441	10010468	28
685	chr2L	10011474	10011515	+	3	10011475	268	136	10011475	10011515	41
686	chr2L	10049546	10049674	+	14	10049583	6790	5032	10049581	10049583	3
687	chr2L	10056887	10057191	+	71	10056970	8024	2278	10056926	10057052	127
688	chr2L	10057348	10057365	+	2	10057365	45	27	10057349	10057365	17
689	chr2L	10057597	10057626	+	6	10057620	113	47	10057598	10057620	23
690	chr2L	10059401	10059503	+	13	10059453	106	38	10059412	10059462	51
691	chr2L	10059943	10059949	+	2	10059944	22	19	10059944	10059949	6
692	chr2L	10060866	10060875	+	4	10060871	350	198	10060867	10060871	5
693	chr2L	10144849	10144850	+	1	10144850	134	134	10144850	10144850	1
694	chr2L	10201039	10201141	+	58	10201107	43555	18697	10201103	10201117	15
695	chr2L	10201201	10201209	+	2	10201202	41	23	10201202	10201209	8
696	chr2L	10201382	10201497	+	9	10201383	559	189	10201383	10201497	115
697	chr2L	10201610	10201781	+	12	10201749	2813	1384	10201735	10201749	15
698	chr2L	10211150	10211201	+	11	10211198	688	202	10211171	10211198	28
699	chr2L	10221350	10221436	+	35	10221412	10490	4260	10221381	10221412	32
700	chr2L	10221901	10221930	+	2	10221930	87	63	10221902	10221930	29
