#gene_ID	old_cluster	consensus_cluster_ID_old	cluster_ID_in_bam	new_cluster	consensus_cluster_ID_new	cluster_ID_in_HS72	distance_between_old_new	gene_name
FBgn0051759	Bcc	cluster972	clusterTSS_bam_839	Hcc	cluster971	clusterTSS_HS72_1098	-221	CG31759
FBgn0051826	Bcc	cluster2738	clusterTSS_bam_2226	Hcc	cluster2737	clusterTSS_HS72_3080	186	CG31826
FBgn0051935	Bcc	cluster1694	clusterTSS_bam_1379	Hcc	cluster1693	clusterTSS_HS72_1914	163	CG31935
FBgn0051961	Bcc	cluster1882	clusterTSS_bam_1533	Hcc	cluster1881	clusterTSS_HS72_2120	308	CG31961
FBgn0052022	Bcc	cluster8923	clusterTSS_bam_7315	Hcc	cluster8924	clusterTSS_HS72_10125	-135	CG32022
FBgn0052062	Bcc	cluster7370	clusterTSS_bam_6047	Hcc	cluster7372	clusterTSS_HS72_8363	55068	A2bp1
FBgn0052103	Bcc	cluster9221	clusterTSS_bam_7579	Hcc	cluster9219	clusterTSS_HS72_10476	881	CG32103
FBgn0052113	Bcc	cluster7519	clusterTSS_bam_6173	Hcc	cluster7520	clusterTSS_HS72_8535	12809	CG32113
FBgn0052264	Bcc	cluster8565	clusterTSS_bam_6999	Hcc	cluster8564	clusterTSS_HS72_9721	437	CG32264
FBgn0052281	Bcc	cluster6865	clusterTSS_bam_5614	Hcc	cluster6866	clusterTSS_HS72_7766	874	CG32281
FBgn0052311	Bcc	cluster8461	clusterTSS_bam_6916	Hcc	cluster8458	clusterTSS_HS72_9601	27150	zormin
FBgn0052407	Bcc	cluster7042	clusterTSS_bam_5766	Hcc	cluster7041	clusterTSS_HS72_7975	-428	CG32407
FBgn0052425	Bcc	cluster8034	clusterTSS_bam_6591	Hcc	cluster8035	clusterTSS_HS72_9114	12234	CG32425
FBgn0052448	Bcc	cluster9854	clusterTSS_bam_8077	Hcc	cluster9855	clusterTSS_HS72_11189	-294	CG32448
FBgn0052473	Bcc	cluster10699	clusterTSS_bam_8715	Hcc	cluster10700	clusterTSS_HS72_12148	4405	CG32473
FBgn0052479	Bcc	cluster6679	clusterTSS_bam_5467	Hcc	cluster6682	clusterTSS_HS72_7569	16110	CG32479
FBgn0052549	Bcc	cluster16709	clusterTSS_bam_14015	Hcc	cluster16708	clusterTSS_HS72_18984	1312	CG32549
FBgn0052626	Bcc	cluster16421	clusterTSS_bam_13753	Hcc	cluster16418	clusterTSS_HS72_18656	5953	AMPdeam
FBgn0052675	Bcc	cluster16220	clusterTSS_bam_13557	Hcc	cluster16219	clusterTSS_HS72_18424	1582	Tango5
FBgn0052676	Bcc	cluster16218	clusterTSS_bam_13555	Hcc	cluster16217	clusterTSS_HS72_18422	183	CG32676
FBgn0052719	Bcc	cluster16007	clusterTSS_bam_13359	Hcc	cluster16005	clusterTSS_HS72_18185	35992	CG32719
FBgn0052971	Bcc	cluster1091	clusterTSS_bam_929	Hcc	cluster1092	clusterTSS_HS72_1231	2373	CG32971
FBgn0053087	Bcc	cluster3454	clusterTSS_bam_2770	Hcc	cluster3455	clusterTSS_HS72_3906	333	LRP1
FBgn0053094	Bcc	cluster11196	clusterTSS_bam_9162	Hcc	cluster11197	clusterTSS_HS72_12730	1510	Synd
FBgn0053100	Bcc	cluster13603	clusterTSS_bam_11161	Hcc	cluster13602	clusterTSS_HS72_15466	1605	4EHP
FBgn0053111	Bcc	cluster13568	clusterTSS_bam_11122	Hcc	cluster13567	clusterTSS_HS72_15422	458	CG33111
FBgn0053113	Bcc	cluster1948	clusterTSS_bam_1591	Hcc	cluster1946	clusterTSS_HS72_2194	303	Rtnl1
FBgn0053180	Bcc	cluster16544	clusterTSS_bam_13858	Hcc	cluster16545	clusterTSS_HS72_18803	-188	Ranbp16
FBgn0053208	Bcc	cluster12544	clusterTSS_bam_10248	Hcc	cluster12542	clusterTSS_HS72_14254	21405	Mical
FBgn0053230	Bcc	cluster6741	clusterTSS_bam_5513	Hcc	cluster6740	clusterTSS_HS72_7631	-148	CG33230
FBgn0053526	Bcc	cluster82	clusterTSS_bam_71	Hcc	cluster83	clusterTSS_HS72_97	476	PNUTS
FBgn0053558	Bcc	cluster5061	clusterTSS_bam_4109	Hcc	cluster5062	clusterTSS_HS72_5728	-189	mim
FBgn0063485	Bcc	cluster9486	clusterTSS_bam_7795	Hcc	cluster9485	clusterTSS_HS72_10775	383	Lasp
FBgn0067779	Bcc	cluster3	clusterTSS_bam_3	Hcc	cluster4	clusterTSS_HS72_5	1636	dbr
FBgn0067783	Bcc	cluster13309	clusterTSS_bam_10907	Hcc	cluster13308	clusterTSS_HS72_15131	3232	att-ORFA
FBgn0082831	Bcc	cluster10633	clusterTSS_bam_8665	Hcc	cluster10635	clusterTSS_HS72_12078	5549	pps
FBgn0083068	Bcc	cluster7407	clusterTSS_bam_6076	Hcc	cluster7408	clusterTSS_HS72_8404	143	CG33947
FBgn0083952	Bcc	cluster9685	clusterTSS_bam_7944	Hcc	cluster9684	clusterTSS_HS72_10997	675	CG34116
FBgn0083956	Bcc	cluster15530	clusterTSS_bam_12946	Hcc	cluster15531	clusterTSS_HS72_17650	8511	CG34120
FBgn0083961	Bcc	cluster343	clusterTSS_bam_282	Hcc	cluster342	clusterTSS_HS72_384	-341	CG34125
FBgn0083986	Bcc	cluster11546	clusterTSS_bam_9446	Hcc	cluster11545	clusterTSS_HS72_13119	-496	CG34150
FBgn0085224	Bcc	cluster4248	clusterTSS_bam_3457	Hcc	cluster4247	clusterTSS_HS72_4782	-170	CG34195
FBgn0085390	Bcc	cluster5160	clusterTSS_bam_4203	Hcc	cluster5159	clusterTSS_HS72_5841	38911	Dgk
FBgn0085397	Bcc	cluster4584	clusterTSS_bam_3729	Hcc	cluster4585	clusterTSS_HS72_5171	11241	Fili
FBgn0085420	Bcc	cluster7008	clusterTSS_bam_5746	Hcc	cluster7009	clusterTSS_HS72_7940	12050	CG34391
FBgn0085423	Bcc	cluster1843	clusterTSS_bam_1499	Hcc	cluster1841	clusterTSS_HS72_2076	8161	CG34394
FBgn0085436	Bcc	cluster5326	clusterTSS_bam_4322	Hcc	cluster5323	clusterTSS_HS72_6023	2402	Not1
FBgn0086251	Bcc	cluster3080	clusterTSS_bam_2490	Hcc	cluster3081	clusterTSS_HS72_3467	-181	del
FBgn0086254	Bcc	cluster9160	clusterTSS_bam_7529	Hcc	cluster9161	clusterTSS_HS72_10413	-695	CG6084
FBgn0086356	Bcc	cluster5686	clusterTSS_bam_4618	Hcc	cluster5685	clusterTSS_HS72_6437	118	tum
FBgn0086358	Bcc	cluster4380	clusterTSS_bam_3568	Hcc	cluster4381	clusterTSS_HS72_4929	255	Tab2
FBgn0086361	Bcc	cluster11841	clusterTSS_bam_9683	Hcc	cluster11843	clusterTSS_HS72_13456	1206	alph
FBgn0086370	Bcc	cluster10904	clusterTSS_bam_8928	Hcc	cluster10906	clusterTSS_HS72_12397	7588	sra
FBgn0086442	Bcc	cluster1336	clusterTSS_bam_1098	Hcc	cluster1335	clusterTSS_HS72_1517	-228	mib2
FBgn0086472	Bcc	cluster12624	clusterTSS_bam_10320	Hcc	cluster12625	clusterTSS_HS72_14356	-201	RpS25
FBgn0086605	Bcc	cluster12059	clusterTSS_bam_9850	Hcc	cluster12060	clusterTSS_HS72_13706	-2026	CG9853
FBgn0086708	Bcc	cluster7571	clusterTSS_bam_6211	Hcc	cluster7572	clusterTSS_HS72_8590	510	stv
FBgn0086711	Bcc	cluster2699	clusterTSS_bam_2198	Hcc	cluster2698	clusterTSS_HS72_3034	5222	mol
FBgn0086757	Bcc	cluster3889	clusterTSS_bam_3142	Hcc	cluster3890	clusterTSS_HS72_4382	154	cbs
FBgn0086855	Bcc	cluster1607	clusterTSS_bam_1310	Hcc	cluster1608	clusterTSS_HS72_1811	-1003	CG17078
FBgn0086904	Bcc	cluster5598	clusterTSS_bam_4542	Hcc	cluster5597	clusterTSS_HS72_6340	174	Nacalpha
FBgn0086909	Bcc	cluster1307	clusterTSS_bam_1073	Hcc	cluster1308	clusterTSS_HS72_1486	104	CG31751
FBgn0087002	Bcc	cluster14220	clusterTSS_bam_11686	Hcc	cluster14221	clusterTSS_HS72_16175	9715	Rfabg
FBgn0087007	Bcc	cluster9328	clusterTSS_bam_7656	Hcc	cluster9325	clusterTSS_HS72_10594	122680	bbg
FBgn0087035	Bcc	cluster7702	clusterTSS_bam_6309	Hcc	cluster7701	clusterTSS_HS72_8733	-174	AGO2
FBgn0243516	Bcc	cluster6332	clusterTSS_bam_5153	Hcc	cluster6331	clusterTSS_HS72_7157	275	Vrp1
FBgn0250746	Bcc	cluster12152	clusterTSS_bam_9911	Hcc	cluster12153	clusterTSS_HS72_13801	-249	Prosbeta7
FBgn0250753	Bcc	cluster12195	clusterTSS_bam_9949	Hcc	cluster12189	clusterTSS_HS72_13843	1665	kra
FBgn0250791	Bcc	cluster8009	clusterTSS_bam_6567	Hcc	cluster8008	clusterTSS_HS72_9088	-402	alphaSnap
FBgn0250814	Bcc	cluster7775	clusterTSS_bam_6378	Hcc	cluster7774	clusterTSS_HS72_8816	-153	CG4169
FBgn0250820	Bcc	cluster11237	clusterTSS_bam_9200	Hcc	cluster11236	clusterTSS_HS72_12775	-473	meigo
FBgn0259143	Bcc	cluster15053	clusterTSS_bam_12476	Hcc	cluster15055	clusterTSS_HS72_17103	11623	CG42258
FBgn0259221	Bcc	cluster5656	clusterTSS_bam_4592	Hcc	cluster5655	clusterTSS_HS72_6403	12844	CG42321
FBgn0259238	Bcc	cluster5472	clusterTSS_bam_4435	Hcc	cluster5471	clusterTSS_HS72_6191	2190	CG42336
FBgn0259243	Bcc	cluster8054	clusterTSS_bam_6604	Hcc	cluster8055	clusterTSS_HS72_9133	311	Pka-R1
FBgn0259714	Bcc	cluster2050	clusterTSS_bam_1669	Hcc	cluster2048	clusterTSS_HS72_2309	25430	CG42368
FBgn0259978	Bcc	cluster3261	clusterTSS_bam_2613	Hcc	cluster3262	clusterTSS_HS72_3682	532	vlc
FBgn0260396	Bcc	cluster9066	clusterTSS_bam_7454	Hcc	cluster9067	clusterTSS_HS72_10309	-160	CG42521
FBgn0260634	Bcc	cluster13568	clusterTSS_bam_11122	Hcc	cluster13567	clusterTSS_HS72_15422	458	eIF4G2
FBgn0260660	Bcc	cluster7090	clusterTSS_bam_5800	Hcc	cluster7091	clusterTSS_HS72_8032	49706	Mp
FBgn0260742	Bcc	cluster12704	clusterTSS_bam_10394	Hcc	cluster12705	clusterTSS_HS72_14441	-128	CG12213
FBgn0260756	Bcc	cluster6672	clusterTSS_bam_5463	Hcc	cluster6673	clusterTSS_HS72_7561	143	CG42554
FBgn0260779	Bcc	cluster13210	clusterTSS_bam_10843	Hcc	cluster13209	clusterTSS_HS72_15021	590	gatA
FBgn0260794	Bcc	cluster12110	clusterTSS_bam_9883	Hcc	cluster12108	clusterTSS_HS72_13752	9257	ctrip
FBgn0260855	Bcc	cluster14362	clusterTSS_bam_11824	Hcc	cluster14361	clusterTSS_HS72_16345	-384	Sec22
FBgn0260857	Bcc	cluster7935	clusterTSS_bam_6506	Hcc	cluster7936	clusterTSS_HS72_9002	178	Bet1
FBgn0260932	Bcc	cluster3746	clusterTSS_bam_3008	Hcc	cluster3747	clusterTSS_HS72_4222	757	cuff
FBgn0260941	Bcc	cluster9211	clusterTSS_bam_7569	Hcc	cluster9210	clusterTSS_HS72_10465	42500	app
FBgn0260942	Bcc	cluster11345	clusterTSS_bam_9278	Hcc	cluster11347	clusterTSS_HS72_12890	3044	bond
FBgn0260943	Bcc	cluster9512	clusterTSS_bam_7816	Hcc	cluster9511	clusterTSS_HS72_10806	2659	Rbp6
FBgn0260959	Bcc	cluster5504	clusterTSS_bam_4468	Hcc	cluster5503	clusterTSS_HS72_6233	361	MCPH1
FBgn0260987	Bcc	cluster8268	clusterTSS_bam_6751	Hcc	cluster8269	clusterTSS_HS72_9379	10750	vtd
FBgn0261014	Bcc	cluster3602	clusterTSS_bam_2890	Hcc	cluster3603	clusterTSS_HS72_4066	1006	TER94
FBgn0261015	Bcc	cluster12414	clusterTSS_bam_10117	Hcc	cluster12412	clusterTSS_HS72_14097	15641	Pif1A
FBgn0261020	Bcc	cluster2234	clusterTSS_bam_1836	Hcc	cluster2233	clusterTSS_HS72_2513	111	wol
FBgn0261041	Bcc	cluster3912	clusterTSS_bam_3156	Hcc	cluster3913	clusterTSS_HS72_4407	344	stj
FBgn0261112	Bcc	cluster7411	clusterTSS_bam_6080	Hcc	cluster7410	clusterTSS_HS72_8405	-238	APP-BP1
FBgn0261268	Bcc	cluster2720	clusterTSS_bam_2213	Hcc	cluster2717	clusterTSS_HS72_3056	1723	Cul3
FBgn0261278	Bcc	cluster1210	clusterTSS_bam_1007	Hcc	cluster1214	clusterTSS_HS72_1371	5482	grp
FBgn0261393	Bcc	cluster12329	clusterTSS_bam_10042	Hcc	cluster12330	clusterTSS_HS72_14005	-316	alpha-Est5
FBgn0261477	Bcc	cluster4318	clusterTSS_bam_3523	Hcc	cluster4319	clusterTSS_HS72_4865	242	slim
FBgn0261561	Bcc	cluster10144	clusterTSS_bam_8284	Hcc	cluster10145	clusterTSS_HS72_11521	1065	CG42675
FBgn0261564	Bcc	cluster4679	clusterTSS_bam_3805	Hcc	cluster4681	clusterTSS_HS72_5284	308	CG42678
FBgn0261573	Bcc	cluster15443	clusterTSS_bam_12861	Hcc	cluster15442	clusterTSS_HS72_17546	-68	CoRest
FBgn0261610	Bcc	cluster14619	clusterTSS_bam_12075	Hcc	cluster14620	clusterTSS_HS72_16626	205	CG42699
FBgn0261625	Bcc	cluster5585	clusterTSS_bam_4527	Hcc	cluster5584	clusterTSS_HS72_6325	2975	CG42708
FBgn0261641	Bcc	cluster12245	clusterTSS_bam_9988	Hcc	cluster12246	clusterTSS_HS72_13908	-149	CG42724
FBgn0261673	Bcc	cluster5583	clusterTSS_bam_4526	Hcc	cluster5582	clusterTSS_HS72_6323	4018	nemy
FBgn0261823	Bcc	cluster3975	clusterTSS_bam_3216	Hcc	cluster3977	clusterTSS_HS72_4473	1042	Asx
FBgn0261931	Bcc	cluster14882	clusterTSS_bam_12315	Hcc	cluster14885	clusterTSS_HS72_16921	9059	CG42797
FBgn0261934	Bcc	cluster8755	clusterTSS_bam_7169	Hcc	cluster8754	clusterTSS_HS72_9942	376	dikar
FBgn0262081	Bcc	cluster12669	clusterTSS_bam_10362	Hcc	cluster12667	clusterTSS_HS72_14400	12797	Csk
FBgn0262167	Bcc	cluster11514	clusterTSS_bam_9421	Hcc	cluster11513	clusterTSS_HS72_13082	-181	ana1
FBgn0262509	Bcc	cluster8213	clusterTSS_bam_6720	Hcc	cluster8215	clusterTSS_HS72_9315	27390	nrm
FBgn0262519	Bcc	cluster9702	clusterTSS_bam_7961	Hcc	cluster9695	clusterTSS_HS72_11009	21362	Mi-2
FBgn0262524	Bcc	cluster7504	clusterTSS_bam_6161	Hcc	cluster7503	clusterTSS_HS72_8514	-265	ver
FBgn0262617	Bcc	cluster10475	clusterTSS_bam_8550	Hcc	cluster10478	clusterTSS_HS72_11905	26308	CG43143
FBgn0262699	Bcc	cluster15836	clusterTSS_bam_13204	Hcc	cluster15835	clusterTSS_HS72_17990	1993	rap
FBgn0262734	Bcc	cluster15307	clusterTSS_bam_12724	Hcc	cluster15306	clusterTSS_HS72_17394	-215	Rbp2
FBgn0262737	Bcc	cluster8141	clusterTSS_bam_6667	Hcc	cluster8143	clusterTSS_HS72_9235	28028	mub
FBgn0262738	Bcc	cluster14557	clusterTSS_bam_12014	Hcc	cluster14558	clusterTSS_HS72_16561	989	norpA
FBgn0262743	Bcc	cluster1443	clusterTSS_bam_1187	Hcc	cluster1442	clusterTSS_HS72_1633	-305	Fs(2)Ket
FBgn0262794	Bcc	cluster10979	clusterTSS_bam_8983	Hcc	cluster10978	clusterTSS_HS72_12476	-13963	CG43175
FBgn0262985	Bcc	cluster7054	clusterTSS_bam_5777	Hcc	cluster7055	clusterTSS_HS72_7992	252	CG43293
FBgn0263027	Bcc	cluster547	clusterTSS_bam_470	Hcc	cluster548	clusterTSS_HS72_625	48	CG43322
FBgn0263046	Bcc	cluster3389	clusterTSS_bam_2716	Hcc	cluster3390	clusterTSS_HS72_3834	153	CG43341
FBgn0263106	Bcc	cluster8702	clusterTSS_bam_7122	Hcc	cluster8701	clusterTSS_HS72_9882	488	DnaJ-1
FBgn0263112	Bcc	cluster14227	clusterTSS_bam_11691	Hcc	cluster14228	clusterTSS_HS72_16183	22686	Mitf
FBgn0263144	Bcc	cluster3288	clusterTSS_bam_2628	Hcc	cluster3291	clusterTSS_HS72_3717	14983	bin3
FBgn0263231	Bcc	cluster12397	clusterTSS_bam_10104	Hcc	cluster12398	clusterTSS_HS72_14081	-235	bel
FBgn0263321	Bcc	cluster111	clusterTSS_bam_98	Hcc	cluster110	clusterTSS_HS72_129	-108	CG43402
FBgn0263391	Bcc	cluster6149	clusterTSS_bam_5016	Hcc	cluster6147	clusterTSS_HS72_6958	13409	hts
FBgn0263398	Bcc	cluster11492	clusterTSS_bam_9408	Hcc	cluster11491	clusterTSS_HS72_13059	-186	CG6364
FBgn0263667	Bcc	cluster4765	clusterTSS_bam_3870	Hcc	cluster4766	clusterTSS_HS72_5382	302	Lpt
FBgn0263755	Bcc	cluster12964	clusterTSS_bam_10617	Hcc	cluster12963	clusterTSS_HS72_14743	2456	Su(var)3-9
FBgn0263829	Bcc	cluster15576	clusterTSS_bam_12979	Hcc	cluster15577	clusterTSS_HS72_17700	111	CG34334
FBgn0263831	Bcc	cluster8664	clusterTSS_bam_7080	Hcc	cluster8665	clusterTSS_HS72_9837	-143	Gen
FBgn0263855	Bcc	cluster4987	clusterTSS_bam_4049	Hcc	cluster4986	clusterTSS_HS72_5645	3608	BubR1
FBgn0263873	Bcc	cluster1397	clusterTSS_bam_1152	Hcc	cluster1396	clusterTSS_HS72_1583	-39788	sick
FBgn0263929	Bcc	cluster10790	clusterTSS_bam_8812	Hcc	cluster10794	clusterTSS_HS72_12262	46314	jvl
FBgn0263979	Bcc	cluster10812	clusterTSS_bam_8830	Hcc	cluster10813	clusterTSS_HS72_12281	142	Caf1
FBgn0264389	Bcc	cluster16459	clusterTSS_bam_13782	Hcc	cluster16460	clusterTSS_HS72_18702	-169	opm
FBgn0264442	Bcc	cluster918	clusterTSS_bam_801	Hcc	cluster919	clusterTSS_HS72_1044	24155	ab
FBgn0264492	Bcc	cluster8217	clusterTSS_bam_6722	Hcc	cluster8218	clusterTSS_HS72_9318	1290	CkIIalpha
FBgn0264493	Bcc	cluster12851	clusterTSS_bam_10529	Hcc	cluster12848	clusterTSS_HS72_14615	49036	rdx
FBgn0264495	Bcc	cluster10182	clusterTSS_bam_8311	Hcc	cluster10183	clusterTSS_HS72_11567	30625	gpp
FBgn0264707	Bcc	cluster6648	clusterTSS_bam_5445	Hcc	cluster6649	clusterTSS_HS72_7532	8140	RhoGEF3
FBgn0264785	Bcc	cluster10078	clusterTSS_bam_8218	Hcc	cluster10079	clusterTSS_HS72_11445	409	Hph
FBgn0264855	Bcc	cluster1623	clusterTSS_bam_1320	Hcc	cluster1624	clusterTSS_HS72_1832	-237	AP-2alpha
FBgn0265048	Bcc	cluster13008	clusterTSS_bam_10657	Hcc	cluster13007	clusterTSS_HS72_14793	8062	cv-d
FBgn0265082	Bcc	cluster10060	clusterTSS_bam_8210	Hcc	cluster10061	clusterTSS_HS72_11424	345	Cdep
FBgn0265102	Bcc	cluster8904	clusterTSS_bam_7295	Hcc	cluster8905	clusterTSS_HS72_10104	-250	Oseg1
FBgn0265174	Bcc	cluster4159	clusterTSS_bam_3367	Hcc	cluster4160	clusterTSS_HS72_4681	258	PIG-V
FBgn0265512	Bcc	cluster5385	clusterTSS_bam_4373	Hcc	cluster5387	clusterTSS_HS72_6097	-374	mlt
FBgn0265575	Bcc	cluster15794	clusterTSS_bam_13171	Hcc	cluster15795	clusterTSS_HS72_17943	-1465	yin
FBgn0265726	Bcc	cluster15131	clusterTSS_bam_12551	Hcc	cluster15130	clusterTSS_HS72_17182	-11256	NnaD
FBgn0265935	Bcc	cluster5056	clusterTSS_bam_4103	Hcc	cluster5055	clusterTSS_HS72_5718	5630	coro
FBgn0265974	Bcc	cluster3980	clusterTSS_bam_3220	Hcc	cluster3981	clusterTSS_HS72_4477	37261	ttv
FBgn0265998	Bcc	cluster11795	clusterTSS_bam_9643	Hcc	cluster11799	clusterTSS_HS72_13411	13934	Doa
FBgn0266101	Bcc	cluster7297	clusterTSS_bam_5988	Hcc	cluster7299	clusterTSS_HS72_8270	2318	CG44838
FBgn0266186	Bcc	cluster5352	clusterTSS_bam_4343	Hcc	cluster5350	clusterTSS_HS72_6053	329	Vamp7
FBgn0266282	Bcc	cluster13621	clusterTSS_bam_11177	Hcc	cluster13620	clusterTSS_HS72_15486	138	jnj
FBgn0266449	Bcc	cluster457	clusterTSS_bam_391	Hcc	cluster458	clusterTSS_HS72_517	1148	Kr-h2
FBgn0266518	Bcc	cluster5033	clusterTSS_bam_4085	Hcc	cluster5034	clusterTSS_HS72_5697	-191	Dpit47
FBgn0266557	Bcc	cluster1602	clusterTSS_bam_1306	Hcc	cluster1595	clusterTSS_HS72_1794	35426	kis
FBgn0266579	Bcc	cluster13870	clusterTSS_bam_11390	Hcc	cluster13869	clusterTSS_HS72_15771	104	tau
FBgn0266599	Bcc	cluster10815	clusterTSS_bam_8834	Hcc	cluster10816	clusterTSS_HS72_12286	1545	Hsc70-4
FBgn0266674	Bcc	cluster13360	clusterTSS_bam_10949	Hcc	cluster13359	clusterTSS_HS72_15183	547	Sec15
FBgn0266717	Bcc	cluster12570	clusterTSS_bam_10277	Hcc	cluster12571	clusterTSS_HS72_14289	-210	Bruce
FBgn0266722	Bcc	cluster12977	clusterTSS_bam_10630	Hcc	cluster12978	clusterTSS_HS72_14761	-337	Trs33
FBgn0266918	Bcc	cluster8512	clusterTSS_bam_6956	Hcc	cluster8511	clusterTSS_HS72_9662	192	CG32486
FBgn0267347	Bcc	cluster1210	clusterTSS_bam_1007	Hcc	cluster1211	clusterTSS_HS72_1368	520	squ
FBgn0267351	Bcc	cluster4355	clusterTSS_bam_3548	Hcc	cluster4354	clusterTSS_HS72_4900	-155	Topors
FBgn0267378	Bcc	cluster158	clusterTSS_bam_135	Hcc	cluster157	clusterTSS_HS72_180	-161	sau
FBgn0267408	Bcc	cluster12993	clusterTSS_bam_10643	Hcc	cluster12994	clusterTSS_HS72_14777	-174	AOX1
FBgn0267488	Bcc	cluster2202	clusterTSS_bam_1803	Hcc	cluster2203	clusterTSS_HS72_2479	-112	Mcr
FBgn0267727	Bcc	cluster791	clusterTSS_bam_687	Hcc	cluster794	clusterTSS_HS72_905	2483	Pen
FBgn0267792	Bcc	cluster3473	clusterTSS_bam_2780	Hcc	cluster3474	clusterTSS_HS72_3925	9653	rgr
FBgn0267795	Bcc	cluster7603	clusterTSS_bam_6239	Hcc	cluster7604	clusterTSS_HS72_8626	407	CG32138
